date,average,count,min,max,company_name,measurement_network_name,measurement_network_displayname,measurement_network_id,measurement_network_tag
2022-03-10T15:00:00,17498,23,5243,64875,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T15:00:00,17498,23,5243,64875,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T15:00:00,17498,23,5243,64875,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T16:00:00,22627,24,4981,163368,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T16:00:00,22627,24,4981,163368,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T16:00:00,22627,24,4981,163368,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T17:00:00,26968,24,4014,86455,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T17:00:00,26968,24,4014,86455,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T17:00:00,26968,24,4014,86455,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T18:00:00,30817,27,4490,177281,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T18:00:00,30817,27,4490,177281,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T18:00:00,30817,27,4490,177281,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T19:00:00,14864,23,4680,38733,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T19:00:00,14864,23,4680,38733,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T19:00:00,14864,23,4680,38733,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T20:00:00,27718,24,5600,75831,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T20:00:00,27718,24,5600,75831,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T20:00:00,27718,24,5600,75831,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T21:00:00,30163,24,6576,80261,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T21:00:00,30163,24,6576,80261,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T21:00:00,30163,24,6576,80261,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T22:00:00,31315,24,5488,247240,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T22:00:00,31315,24,5488,247240,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T22:00:00,31315,24,5488,247240,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-10T23:00:00,17844,25,5948,40661,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-10T23:00:00,17844,25,5948,40661,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-10T23:00:00,17844,25,5948,40661,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T00:00:00,15105,26,4016,59595,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T00:00:00,15105,26,4016,59595,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T00:00:00,15105,26,4016,59595,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T01:00:00,20091,24,6548,57911,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T01:00:00,20091,24,6548,57911,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T01:00:00,20091,24,6548,57911,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T02:00:00,18875,24,5715,59906,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T02:00:00,18875,24,5715,59906,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T02:00:00,18875,24,5715,59906,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T03:00:00,31085,24,7623,223527,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T03:00:00,31085,24,7623,223527,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T03:00:00,31085,24,7623,223527,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T04:00:00,21481,27,5319,159441,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T04:00:00,21481,27,5319,159441,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T04:00:00,21481,27,5319,159441,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T05:00:00,16930,24,4509,41824,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T05:00:00,16930,24,4509,41824,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T05:00:00,16930,24,4509,41824,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T06:00:00,24486,24,5404,72741,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T06:00:00,24486,24,5404,72741,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T06:00:00,24486,24,5404,72741,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T07:00:00,25297,27,3674,217611,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T07:00:00,25297,27,3674,217611,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T07:00:00,25297,27,3674,217611,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T08:00:00,17597,24,5566,83927,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T08:00:00,17597,24,5566,83927,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T08:00:00,17597,24,5566,83927,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T09:00:00,23713,24,5324,94904,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T09:00:00,23713,24,5324,94904,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T09:00:00,23713,24,5324,94904,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T10:00:00,24691,24,5034,66713,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T10:00:00,24691,24,5034,66713,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T10:00:00,24691,24,5034,66713,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T11:00:00,24556,24,7751,74549,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T11:00:00,24556,24,7751,74549,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T11:00:00,24556,24,7751,74549,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T12:00:00,28188,25,5329,214712,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T12:00:00,28188,25,5329,214712,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T12:00:00,28188,25,5329,214712,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T13:00:00,27070,26,3714,103387,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T13:00:00,27070,26,3714,103387,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T13:00:00,27070,26,3714,103387,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T14:00:00,18581,19,5866,47493,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T14:00:00,18581,19,5866,47493,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T14:00:00,18581,19,5866,47493,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T15:00:00,18879,24,5778,63518,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T15:00:00,18879,24,5778,63518,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T15:00:00,18879,24,5778,63518,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T16:00:00,17440,23,5941,64634,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T16:00:00,17440,23,5941,64634,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T16:00:00,17440,23,5941,64634,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T17:00:00,23376,26,5644,168220,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T17:00:00,23376,26,5644,168220,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T17:00:00,23376,26,5644,168220,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T18:00:00,34339,22,6125,379426,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T18:00:00,34339,22,6125,379426,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T18:00:00,34339,22,6125,379426,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T19:00:00,36396,23,4626,183653,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T19:00:00,36396,23,4626,183653,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T19:00:00,36396,23,4626,183653,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T20:00:00,17816,23,4030,45591,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T20:00:00,17816,23,4030,45591,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T20:00:00,17816,23,4030,45591,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T21:00:00,40390,24,4744,511510,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T21:00:00,40390,24,4744,511510,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T21:00:00,40390,24,4744,511510,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T22:00:00,19098,24,5317,71171,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T22:00:00,19098,24,5317,71171,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T22:00:00,19098,24,5317,71171,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-11T23:00:00,41493,24,3222,546865,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-11T23:00:00,41493,24,3222,546865,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-11T23:00:00,41493,24,3222,546865,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T00:00:00,18539,24,6294,38180,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T00:00:00,18539,24,6294,38180,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T00:00:00,18539,24,6294,38180,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T01:00:00,26717,25,6488,77389,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T01:00:00,26717,25,6488,77389,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T01:00:00,26717,25,6488,77389,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T02:00:00,43007,24,4788,553048,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T02:00:00,43007,24,4788,553048,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T02:00:00,43007,24,4788,553048,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T03:00:00,29783,23,6614,204582,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T03:00:00,29783,23,6614,204582,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T03:00:00,29783,23,6614,204582,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T04:00:00,30534,23,5673,201626,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T04:00:00,30534,23,5673,201626,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T04:00:00,30534,23,5673,201626,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T05:00:00,30532,23,5997,193173,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T05:00:00,30532,23,5997,193173,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T05:00:00,30532,23,5997,193173,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T06:00:00,23383,23,6093,110221,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T06:00:00,23383,23,6093,110221,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T06:00:00,23383,23,6093,110221,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T07:00:00,23449,27,5482,83299,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T07:00:00,23449,27,5482,83299,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T07:00:00,23449,27,5482,83299,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T08:00:00,14765,23,5495,33093,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T08:00:00,14765,23,5495,33093,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T08:00:00,14765,23,5495,33093,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T09:00:00,22607,23,4381,64228,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T09:00:00,22607,23,4381,64228,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T09:00:00,22607,23,4381,64228,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T10:00:00,21457,24,5000,111610,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T10:00:00,21457,24,5000,111610,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T10:00:00,21457,24,5000,111610,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T11:00:00,26789,27,4629,145184,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T11:00:00,26789,27,4629,145184,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T11:00:00,26789,27,4629,145184,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T12:00:00,32129,24,4667,137186,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T12:00:00,32129,24,4667,137186,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T12:00:00,32129,24,4667,137186,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T13:00:00,15271,23,4648,44828,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T13:00:00,15271,23,4648,44828,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T13:00:00,15271,23,4648,44828,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T14:00:00,16584,23,5685,39564,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T14:00:00,16584,23,5685,39564,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T14:00:00,16584,23,5685,39564,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T15:00:00,21738,24,4271,68581,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T15:00:00,21738,24,4271,68581,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T15:00:00,21738,24,4271,68581,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T16:00:00,20246,27,4958,80470,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T16:00:00,20246,27,4958,80470,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T16:00:00,20246,27,4958,80470,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T17:00:00,38332,24,4296,493749,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T17:00:00,38332,24,4296,493749,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T17:00:00,38332,24,4296,493749,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T18:00:00,45807,23,7477,211229,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T18:00:00,45807,23,7477,211229,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T18:00:00,45807,23,7477,211229,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T19:00:00,33748,24,7429,146593,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T19:00:00,33748,24,7429,146593,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T19:00:00,33748,24,7429,146593,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T20:00:00,23348,24,4141,71650,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T20:00:00,23348,24,4141,71650,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T20:00:00,23348,24,4141,71650,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T21:00:00,22268,24,4118,61450,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T21:00:00,22268,24,4118,61450,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T21:00:00,22268,24,4118,61450,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T22:00:00,20076,27,6190,62877,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T22:00:00,20076,27,6190,62877,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T22:00:00,20076,27,6190,62877,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-12T23:00:00,17681,23,6679,42184,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-12T23:00:00,17681,23,6679,42184,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-12T23:00:00,17681,23,6679,42184,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-13T00:00:00,23226,24,5727,78478,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-13T00:00:00,23226,24,5727,78478,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-13T00:00:00,23226,24,5727,78478,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-13T01:00:00,16457,24,5113,50086,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
2022-03-13T01:00:00,16457,24,5113,50086,Amazon AWS,aws-me-south-1c,"AWS Middle East (Bahrain, BH) Zone C",1029,aws_me_south_1c
2022-03-13T01:00:00,16457,24,5113,50086,Amazon AWS,aws-me-south-1a,"AWS Middle East (Bahrain, BH) Zone A",1030,aws_me_south_1a
2022-03-13T02:00:00,15099,24,4964,57459,Amazon AWS,aws-me-south-1b,"AWS Middle East (Bahrain, BH) Zone ",1028,aws_me_south_1b
